How many minutes should the program run? (integer 1-20, default 2): 
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:42:05.461278Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:05.46128Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:05.461282Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:05.461283Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:42:05.461285Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:42:05.461287Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:42:05.461288Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:42:05.46129Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:42:15.465188Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:42:15.465249Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:42:15.465259Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465287Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465292Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465296Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465299Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465303Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465307Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.46531Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465314Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465318Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465322Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465419Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465438Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465441Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465444Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465447Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465449Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465451Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465453Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465455Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465458Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.46546Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465462Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:42:15.465656Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:42:15.465673Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:42:15.465677Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:42:15.46568Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:42:15.465682Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:42:15.465685Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:42:15.465688Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:42:15.46569Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:42:15.465692Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:42:15.465695Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:15.465697Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:42:15.465699Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:42:15.465778Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:15.465789Z
Chaos!!!
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:46.465793Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:15.465798Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:42:15.465801Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:42:15.465804Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:42:15.465806Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:42:15.465809Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:42:25.468731Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:42:25.468753Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:42:25.468755Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468757Z
Chaos!!!
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:13.468759Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468761Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468785Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468802Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468804Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468806Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468807Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468808Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468884Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468897Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468898Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.4689Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468901Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468902Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468903Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468904Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468906Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468907Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468908Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.468909Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.46891Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:42:25.469014Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:42:25.469024Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:42:25.469026Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:42:25.469027Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:42:25.469029Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:42:25.46903Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:42:25.469031Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:42:25.469032Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:42:25.469033Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:42:25.469034Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:25.469035Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:42:25.469037Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:42:25.469077Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:25.469079Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:25.469081Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:25.469082Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:42:25.469083Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:42:25.469084Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:42:25.469085Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:42:25.469086Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:42:35.472566Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:42:35.472624Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:42:35.472633Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472639Z
Chaos!!!
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:03.472644Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472652Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472656Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.47266Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472663Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472667Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472671Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472676Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472799Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472816Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472822Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472826Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.47283Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472834Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472837Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472841Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472845Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472849Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472853Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.472856Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.47286Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:42:35.473096Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:42:35.473119Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:42:35.473125Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:42:35.473129Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:42:35.473133Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:42:35.473137Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:42:35.473141Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:42:35.473146Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:42:35.47315Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:42:35.473154Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:35.473158Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:42:35.473161Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:42:35.473259Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:35.473273Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:35.473279Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:35.473282Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:42:35.473286Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:42:35.47329Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:42:35.473294Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:42:35.473298Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:42:45.476713Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:42:45.47674Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:42:45.476742Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476744Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476746Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476748Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476749Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.47675Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476752Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476753Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476754Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476755Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476756Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476834Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476837Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476839Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.47684Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476841Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476842Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476843Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476845Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476846Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476847Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476848Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476849Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:42:45.476974Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:42:45.476979Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:42:45.476981Z
Chaos!!!
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:19.476983Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:42:45.476986Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:42:45.476987Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:42:45.476989Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:42:45.47699Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:42:45.476991Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:42:45.476992Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:45.476994Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:42:45.476995Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:42:45.477017Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:45.47702Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:45.477022Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:45.477023Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:42:45.477025Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:42:45.477026Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:42:45.477027Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:42:45.477029Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:42:55.48018Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:42:55.480209Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:42:55.480212Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480215Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480217Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480218Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.48022Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480222Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480224Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480225Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480227Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480229Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.48023Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480463Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480496Z
Chaos!!!
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:21.480578Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480585Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480587Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480595Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480597Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480598Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.4806Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480602Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480603Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480605Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:42:55.480811Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:42:55.480825Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:42:55.480828Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:42:55.480831Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:42:55.480833Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:42:55.480835Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:42:55.480836Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:42:55.480843Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:42:55.480844Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:42:55.480846Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:55.480849Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:42:55.48085Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:42:55.481046Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:55.481075Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:55.481079Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:42:55.481081Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:42:55.481084Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:42:55.481086Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:42:55.481093Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:42:55.481096Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:43:05.485211Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:43:05.485271Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:43:05.485279Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485285Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485289Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485293Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485296Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.4853Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485304Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485308Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485311Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485315Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485318Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485449Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485472Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485478Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485482Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485485Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485489Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485492Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485496Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.4855Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485504Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485507Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485511Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:43:05.485713Z
